character_name,"[('1987', 4)]","[('7891', 4)]","[('Arasaka', 4)]","[('Armydesert', 4)]","[('Armygreen', 4)]","[('Bamboo', 4)]","[('Cloud', 4)]","[('Cosmic', 4)]","[('Dawn', 4)]","[('Flute', 4)]","[('Freight', 4)]","[('Grassland', 4)]","[('KangTao', 4)]","[('Liquidation', 4)]","[('Militech', 4)]","[('NUSA', 4)]","[('Newspaper', 4)]","[('OldRusty', 4)]","[('Purplestar', 4)]","[('Rainbow', 4)]","[('Rose', 4)]","[('Runic', 4)]","[('Snowflake', 4)]","[('Sovereign', 4)]","[('Tigris', 4)]"
Ophelia,53.92156862745098,59.72222222222222,55.111111111111114,53.77777777777778,56.118143459915615,52.10084033613446,52.60869565217391,54.45544554455446,56.72268907563025,51.690821256038646,58.17307692307693,47.549019607843135,59.2274678111588,57.56302521008403,50.0,57.5107296137339,54.26008968609865,51.88284518828452,54.46808510638298,50.90909090909091,50.45871559633027,54.88372093023256,52.42718446601942,47.94520547945205,58.620689655172406
Pepper,55.111111111111114,48.743718592964825,43.96135265700483,48.717948717948715,51.55555555555556,46.60633484162896,48.64864864864865,48.67256637168141,52.74261603375528,41.517857142857146,49.504950495049506,43.459915611814345,48.4375,54.27350427350427,47.23618090452261,51.65876777251185,52.51141552511416,49.549549549549546,52.083333333333336,47.74774774774775,46.07329842931937,49.26829268292683,46.69811320754717,42.78846153846153,47.94520547945205
Percival,49.327354260089685,48.29059829059829,48.79032258064516,46.78111587982833,46.55172413793103,43.66812227074236,42.45283018867924,41.31455399061033,37.89954337899543,47.59615384615385,50.256410256410255,48.148148148148145,50.21834061135371,49.275362318840585,41.584158415841586,60.26785714285714,47.73662551440329,38.22222222222222,50.0,40.98360655737705,41.70616113744076,43.17180616740088,51.42857142857142,39.737991266375545,46.69811320754717
Pheonix,53.80952380952381,52.450980392156865,49.7907949790795,60.19417475728155,58.744394618834086,49.04761904761904,45.4954954954955,49.56140350877193,58.47457627118644,57.407407407407405,58.68544600938967,54.91071428571429,55.021834061135365,51.442307692307686,46.22222222222222,59.72850678733032,56.99999999999999,56.9620253164557,50.69124423963134,51.47058823529411,50.64935064935064,54.67289719626168,57.77777777777777,55.10204081632652,50.66666666666667
Pine,52.55102040816326,52.42290748898678,50.2283105022831,54.86725663716814,49.28909952606635,53.47826086956522,53.271028037383175,48.5,61.6504854368932,52.820512820512825,55.44041450777202,50.717703349282296,54.54545454545454,61.57205240174672,47.24770642201835,58.71559633027523,52.71739130434783,56.99999999999999,51.7948717948718,54.314720812182735,55.947136563876654,46.44351464435147,53.40909090909091,52.07373271889401,53.96039603960397
Pinee,56.99999999999999,63.0,59.57446808510638,61.79775280898876,69.10569105691057,57.42574257425742,56.98924731182796,63.30275229357798,60.0,68.23529411764706,64.8936170212766,61.702127659574465,59.59595959595959,65.55555555555556,73.41772151898735,66.66666666666666,60.63829787234043,64.13043478260869,72.22222222222221,56.38297872340425,63.63636363636363,56.09756097560976,62.01550387596899,50.505050505050505,67.61904761904762
Poppy,57.446808510638306,55.34883720930232,59.34959349593496,51.707317073170735,58.97435897435898,45.94594594594595,41.06280193236715,47.80701754385965,52.083333333333336,52.65700483091788,50.0,43.162393162393165,60.591133004926114,51.1520737327189,47.82608695652174,56.37065637065637,51.47679324894515,59.345794392523366,51.76991150442478,53.21100917431193,51.89873417721519,54.78260869565217,53.47826086956522,58.620689655172406,45.33333333333333
Qimon,53.88127853881278,50.0,51.442307692307686,51.1520737327189,43.42105263157895,45.614035087719294,50.23696682464455,46.111111111111114,51.94174757281553,41.5929203539823,48.803827751196174,48.223350253807105,49.137931034482754,52.81385281385281,45.14563106796117,47.98206278026906,45.714285714285715,50.24154589371981,51.37614678899083,42.05607476635514,48.13278008298755,45.539906103286384,57.74647887323944,47.66355140186916,52.244897959183675
QimonNY,44.49339207048458,45.614035087719294,42.66666666666667,43.111111111111114,36.65158371040724,46.22641509433962,41.36363636363637,42.53393665158371,45.70135746606335,38.91891891891892,38.59649122807017,46.55172413793103,41.30434782608695,39.68253968253968,39.37007874015748,45.14563106796117,42.38095238095238,40.41450777202073,37.61467889908257,39.14893617021277,45.370370370370374,42.65402843601896,50.2283105022831,47.82608695652174,38.265306122448976
Raven,48.63636363636364,43.21608040201005,47.21030042918455,53.91304347826087,50.0,45.535714285714285,51.55038759689923,37.55656108597285,47.44186046511628,42.22222222222222,50.917431192660544,45.2991452991453,49.54128440366973,48.660714285714285,38.07531380753138,49.08256880733945,51.30434782608696,43.88185654008439,56.82819383259912,46.42857142857143,44.776119402985074,49.23857868020304,40.725806451612904,45.089285714285715,38.73873873873874
RavenWB,58.14977973568281,52.28426395939086,51.28205128205128,50.81967213114754,56.10859728506787,54.39330543933054,45.83333333333333,45.74898785425101,52.80373831775701,48.47161572052402,45.714285714285715,51.98019801980198,54.90196078431373,57.77777777777777,50.23696682464455,55.35055350553506,57.534246575342465,42.592592592592595,58.89830508474576,52.25225225225225,51.78571428571429,61.16071428571429,56.65236051502146,56.45933014354066,49.29577464788733
Requina,57.89473684210527,57.758620689655174,64.59143968871595,57.870370370370374,63.507109004739334,55.45851528384279,67.69911504424779,54.41176470588235,54.166666666666664,51.028806584362144,44.221105527638194,60.633484162895925,61.057692307692314,57.32217573221757,49.0,57.383966244725734,58.525345622119815,56.65236051502146,56.9620253164557,54.13533834586466,61.18143459915611,56.65236051502146,58.71559633027523,59.51417004048582,53.69458128078818
Rika,45.794392523364486,48.55967078189301,47.82608695652174,60.49382716049383,45.57522123893805,48.8479262672811,51.80180180180181,46.666666666666664,47.767857142857146,47.78761061946903,56.52173913043478,49.34497816593886,59.49367088607595,54.14634146341464,50.210970464135016,62.24066390041494,49.78540772532189,45.65217391304348,53.06122448979592,43.037974683544306,43.5,48.660714285714285,46.058091286307054,55.64516129032258,44.39461883408072
Roseiri,52.65700483091788,44.75806451612903,50.76142131979695,50.717703349282296,52.53456221198156,55.10204081632652,50.76335877862596,53.74449339207048,51.627906976744185,45.58139534883721,54.54545454545454,52.27272727272727,48.03921568627451,45.689655172413794,50.98814229249013,59.01639344262295,54.460093896713616,51.09170305676856,54.97835497835498,53.45622119815668,46.90265486725664,55.76036866359447,53.16455696202531,49.35064935064935,49.23857868020304
Rubin,50.23696682464455,43.689320388349515,46.15384615384615,51.24378109452736,41.07142857142857,45.94594594594595,49.78354978354979,38.94736842105263,44.70046082949309,44.09090909090909,45.75471698113208,43.45794392523364,48.63636363636364,56.01659751037344,43.75,50.90909090909091,43.81443298969072,44.97354497354497,43.72093023255814,48.48484848484848,37.61467889908257,44.11764705882353,48.095238095238095,42.25352112676056,47.63948497854077
RubinPF,49.572649572649574,54.77386934673368,48.095238095238095,55.188679245283026,55.32994923857868,49.56140350877193,54.83870967741935,55.778894472361806,56.69642857142857,54.85436893203883,47.94520547945205,50.43478260869565,56.46551724137932,59.66386554621849,46.05263157894737,59.24170616113744,52.702702702702695,45.91836734693878,58.71559633027523,53.588516746411486,47.61904761904761,48.309178743961354,47.94520547945205,51.76991150442478,49.523809523809526
Ruby,53.14009661835749,53.80952380952381,52.51141552511416,49.54128440366973,57.534246575342465,54.23728813559322,54.34782608695651,50.0,56.95067264573991,51.931330472103,56.25,52.991452991452995,55.00000000000001,53.88127853881278,52.17391304347826,56.88073394495413,46.90265486725664,58.69565217391305,54.07725321888413,55.75221238938053,56.074766355140184,51.45228215767634,54.32692307692307,57.01754385964912,50.0
Sasaki,45.497630331753555,46.288209606986904,47.791164658634536,52.34042553191489,52.56410256410257,45.622119815668206,40.0,42.53393665158371,52.85714285714286,53.271028037383175,56.27705627705628,45.95744680851064,49.36708860759494,51.48936170212765,46.30350194552529,49.361702127659576,41.935483870967744,48.05825242718447,48.86877828054298,55.65610859728507,50.44247787610619,53.24074074074075,44.29223744292237,51.64835164835166,44.66019417475729
Scout,50.93457943925234,50.22222222222222,55.1219512195122,55.601659751037346,56.54205607476636,52.69709543568465,47.906976744186046,43.69369369369369,52.674897119341566,47.53363228699551,60.36036036036037,50.45045045045045,51.58371040723983,46.52173913043478,50.24630541871922,58.82352941176471,57.14285714285714,55.83756345177665,50.199203187250994,53.47826086956522,50.64377682403433,52.85714285714286,48.03921568627451,53.72340425531915,50.0
Season,49.122807017543856,56.15763546798029,48.458149779735685,50.70422535211267,50.480769230769226,52.53456221198156,51.09170305676856,49.42528735632184,49.06542056074766,45.40540540540541,52.72727272727272,51.075268817204304,51.98237885462555,54.377880184331794,53.06122448979592,48.706896551724135,52.17391304347826,50.2262443438914,43.93939393939394,50.0,45.22821576763486,52.42290748898678,48.05825242718447,45.09803921568628,43.57798165137615
Seth,47.08520179372198,46.116504854368934,51.627906976744185,50.93457943925234,57.61904761904761,45.564516129032256,48.30508474576271,50.66666666666667,57.27272727272727,52.459016393442624,48.223350253807105,47.82608695652174,51.4018691588785,48.8,42.600896860986545,57.49999999999999,48.29059829059829,49.73821989528796,42.4390243902439,46.63865546218487,50.672645739910315,59.19282511210763,46.116504854368934,43.96551724137931,49.519230769230774
Shuijing,46.25,54.0,50.917431192660544,48.858447488584474,53.53982300884957,50.64377682403433,43.69369369369369,47.76119402985074,47.08520179372198,56.30630630630631,48.06866952789699,49.34497816593886,50.0,52.19512195121951,53.72340425531915,56.048387096774185,50.48543689320388,51.96506550218341,50.672645739910315,47.41379310344828,48.67256637168141,50.0,56.48535564853556,55.66502463054187,47.136563876651984
ShuijingAL,63.1578947368421,57.52212389380531,57.85123966942148,57.27272727272727,54.75113122171946,52.293577981651374,55.714285714285715,48.67256637168141,55.172413793103445,55.50660792951542,47.674418604651166,60.68376068376068,55.12820512820513,54.09836065573771,45.67307692307692,54.629629629629626,51.98237885462555,53.74449339207048,57.72727272727273,55.092592592592595,44.052863436123346,50.66666666666667,58.48214285714286,54.20560747663551,52.38095238095239
Snow,52.19298245614035,58.128078817733986,46.875,53.333333333333336,56.038647342995176,59.25925925925925,51.85185185185185,61.46788990825688,54.95495495495496,58.8477366255144,51.442307692307686,49.7737556561086,59.2274678111588,59.22330097087378,52.674897119341566,54.78260869565217,51.32743362831859,49.28909952606635,56.33802816901409,53.051643192488264,52.67857142857143,55.42168674698795,55.65217391304348,55.06072874493927,51.98237885462555
Sunny,57.14285714285714,55.86854460093896,54.418604651162795,55.06607929515418,54.18502202643172,59.91379310344828,60.18099547511312,54.50000000000001,52.54237288135594,57.02127659574469,53.08056872037915,62.264150943396224,62.055335968379445,63.26530612244898,55.092592592592595,58.68544600938967,55.84415584415584,50.495049504950494,58.06451612903226,51.32743362831859,53.67965367965368,53.55648535564853,53.191489361702125,54.85232067510548,53.96039603960397
Taily,49.23857868020304,56.43564356435643,45.85152838427947,54.666666666666664,54.054054054054056,45.535714285714285,47.136563876651984,51.271186440677965,49.572649572649574,40.932642487046635,47.64150943396226,52.15311004784689,51.67464114832536,54.679802955665025,49.75609756097561,55.36480686695279,43.0622009569378,48.07692307692308,46.51162790697674,40.39408866995074,47.59825327510917,54.502369668246445,42.28855721393035,46.30541871921182,44.11764705882353
Taiyi,47.87234042553192,53.110047846889955,50.82872928176796,52.838427947598255,52.589641434262944,49.48453608247423,44.33962264150944,59.42857142857143,47.706422018348626,59.70873786407766,48.888888888888886,52.25225225225225,49.775784753363226,48.48484848484848,55.84415584415584,51.90476190476191,53.18181818181819,58.15899581589959,51.80180180180181,52.42718446601942,44.680851063829785,51.813471502590666,55.55555555555556,61.965811965811966,47.66355140186916
Tian,47.2972972972973,52.083333333333336,48.76847290640394,57.20164609053497,56.118143459915615,54.03225806451613,62.93103448275862,50.0,50.45045045045045,56.038647342995176,55.96707818930041,49.333333333333336,59.80392156862745,60.311284046692606,54.976303317535546,59.2436974789916,61.32075471698113,52.282157676348554,54.85232067510548,54.54545454545454,52.96803652968036,51.13122171945701,54.01069518716578,61.31687242798354,48.706896551724135
Tim,52.19298245614035,51.173708920187785,49.122807017543856,52.21238938053098,55.29953917050692,47.66355140186916,56.59574468085107,43.2,56.56565656565656,55.020080321285135,52.54237288135594,52.24719101123596,51.73913043478261,59.04761904761905,48.728813559322035,62.616822429906534,50.66079295154186,47.19626168224299,50.0,50.0,50.45454545454545,51.541850220264315,52.63157894736842,55.45023696682464,48.55769230769231
Timber,53.431372549019606,51.541850220264315,47.28033472803347,54.43548387096774,55.55555555555556,46.36363636363636,49.56140350877193,47.3469387755102,46.118721461187214,46.666666666666664,48.57142857142857,48.54014598540146,51.141552511415526,49.797570850202426,49.1869918699187,54.090909090909086,47.82608695652174,58.951965065502186,48.728813559322035,51.89873417721519,50.717703349282296,51.12107623318386,52.488687782805435,51.08225108225109,50.0
Toby,54.474708171206224,61.00917431192661,53.170731707317074,60.09615384615385,56.709956709956714,56.39810426540285,42.523364485981304,46.666666666666664,57.99086757990868,52.21238938053098,60.62176165803109,50.2283105022831,55.88235294117647,63.03317535545023,56.19469026548673,58.64978902953587,55.64853556485355,55.4054054054054,51.92307692307693,55.55555555555556,52.46636771300448,57.758620689655174,50.95238095238095,57.798165137614674,56.00000000000001
TobyRT,53.941908713692946,54.54545454545454,55.00000000000001,53.333333333333336,64.6788990825688,59.32203389830508,51.574803149606296,48.4251968503937,58.87445887445888,58.22222222222222,50.64935064935064,54.330708661417326,58.0246913580247,57.20524017467249,54.78260869565217,58.40336134453782,51.65876777251185,46.61016949152542,55.12820512820513,55.172413793103445,51.4018691588785,53.77777777777778,55.34883720930232,58.536585365853654,56.41025641025641
Tom,54.424778761061944,54.666666666666664,50.19762845849802,54.5045045045045,62.89592760180995,53.39366515837104,46.15384615384615,52.69709543568465,52.25225225225225,53.333333333333336,55.42857142857143,50.68493150684932,56.640625,57.27699530516433,50.23255813953489,58.18181818181818,57.20338983050848,55.39906103286385,50.0,48.97959183673469,53.46938775510204,52.94117647058824,48.113207547169814,54.976303317535546,53.70370370370371
Ulric,52.358490566037744,48.03493449781659,48.45360824742268,50.45045045045045,52.569169960474305,46.3963963963964,45.83333333333333,43.69369369369369,55.55555555555556,46.192893401015226,56.25,54.337899543378995,46.728971962616825,50.480769230769226,42.857142857142854,54.106280193236714,46.98275862068966,45.982142857142854,46.12068965517241,52.42718446601942,50.49019607843137,44.140625,52.5,48.08510638297872,47.368421052631575
Waldo,59.22330097087378,58.79396984924623,59.05172413793104,64.19213973799127,57.20524017467249,59.63302752293578,54.46808510638298,52.44444444444445,58.97435897435898,54.27350427350427,51.67464114832536,57.3394495412844,62.21198156682027,50.76923076923077,51.867219917012456,64.41441441441441,56.62650602409639,52.13270142180095,57.78894472361809,53.69458128078818,60.18957345971564,55.203619909502265,56.372549019607845,61.33333333333333,57.01357466063348
Wenyuan,50.42372881355932,43.54066985645933,41.22807017543859,56.58536585365853,51.64319248826291,45.588235294117645,41.37931034482759,43.13725490196079,50.45871559633027,47.72727272727273,52.282157676348554,44.18604651162791,43.75,55.81395348837209,44.20600858369099,52.10084033613446,50.607287449392715,41.66666666666667,49.282296650717704,48.29059829059829,45.33898305084746,50.84033613445378,46.92982456140351,50.23255813953489,43.75
Wolf,48.05825242718447,50.0,43.14720812182741,46.666666666666664,59.05172413793104,52.91479820627802,48.89867841409692,43.15352697095436,49.166666666666664,48.26086956521739,47.983870967741936,52.991452991452995,51.598173515981735,47.22222222222222,46.12244897959184,59.82532751091703,55.50000000000001,49.37759336099585,45.410628019323674,41.8848167539267,40.97560975609756,50.0,43.27731092436975,50.678733031674206,45.258620689655174
Wyatt,47.69874476987448,48.26086956521739,45.65217391304348,48.96907216494845,43.913043478260875,43.96135265700483,42.66666666666667,45.535714285714285,44.91525423728814,40.58577405857741,55.92417061611374,50.85470085470085,50.49019607843137,48.54368932038835,47.706422018348626,52.307692307692314,39.54545454545455,48.372093023255815,50.0,39.21568627450981,47.84688995215311,45.21739130434783,46.558704453441294,48.98989898989899,43.05555555555556
Xunmu,55.33980582524271,57.333333333333336,52.84974093264248,55.932203389830505,49.029126213592235,54.14634146341464,47.89915966386555,55.80110497237569,49.76744186046512,52.63157894736842,52.093023255813954,54.62184873949579,55.021834061135365,56.01659751037344,51.293103448275865,59.70873786407766,52.46636771300448,52.88461538461539,58.108108108108105,55.140186915887845,51.31578947368421,55.203619909502265,50.22222222222222,48.57142857142857,44.44444444444444
XunmuAL,50.224215246636774,58.333333333333336,48.23008849557522,51.31578947368421,56.038647342995176,58.2995951417004,55.76036866359447,60.280373831775705,57.399103139013455,59.42028985507246,54.34782608695651,54.08560311284047,54.04255319148936,59.05172413793104,54.97835497835498,55.23012552301255,55.18672199170125,55.50660792951542,55.072463768115945,56.43564356435643,59.29203539823009,54.54545454545454,55.04201680672269,53.81165919282511,56.48535564853556
Xunyu,59.91189427312775,60.44444444444444,61.37566137566137,56.05381165919282,55.940594059405946,52.42290748898678,61.965811965811966,56.63716814159292,59.33609958506224,56.086956521739125,59.53488372093023,58.85167464114832,60.51282051282051,62.727272727272734,54.47154471544715,56.36363636363636,52.82258064516129,60.45454545454545,55.06607929515418,54.314720812182735,52.610441767068274,53.669724770642205,58.38150289017341,53.36322869955157,47.004608294930875
Yuri,61.06194690265486,51.64319248826291,56.81818181818182,60.37735849056604,60.46511627906976,51.79282868525896,63.63636363636363,53.78151260504202,57.89473684210527,53.125,57.28155339805825,50.66666666666667,50.0,62.295081967213115,55.60538116591929,59.3607305936073,54.666666666666664,59.345794392523366,49.787234042553195,50.427350427350426,52.65700483091788,56.06694560669456,54.09836065573771,53.61702127659574,46.22222222222222
Zed,45.45454545454545,52.19298245614035,46.3963963963964,51.67464114832536,50.96153846153846,45.58139534883721,47.65957446808511,45.33898305084746,48.89867841409692,49.31506849315068,46.93877551020408,50.84745762711864,47.34513274336283,50.2092050209205,60.352422907488986,50.0,50.66666666666667,51.76991150442478,48.372093023255815,44.74885844748858,45.04132231404959,55.223880597014926,50.47169811320755,55.08474576271186,48.13084112149533
ZedAN,44.58874458874459,56.038647342995176,45.70135746606335,48.58299595141701,47.417840375586856,52.293577981651374,43.11926605504588,49.28909952606635,48.53556485355649,50.520833333333336,45.72649572649573,52.83018867924528,54.424778761061944,53.086419753086425,44.11764705882353,59.33014354066985,49.34497816593886,53.333333333333336,47.8448275862069,48.87892376681614,45.45454545454545,49.48453608247423,51.29533678756477,54.5045045045045,49.122807017543856
Zhen,50.22026431718062,52.01793721973094,48.214285714285715,47.674418604651166,50.0,50.45454545454545,44.18604651162791,49.54545454545455,53.086419753086425,48.10126582278481,52.55102040816326,53.73831775700935,49.1869918699187,56.54205607476636,47.325102880658434,51.388888888888886,53.41365461847389,52.67857142857143,49.33920704845815,47.474747474747474,44.761904761904766,49.327354260089685,45.14767932489451,47.867298578199055,45.53191489361702
ZhenAL,58.119658119658126,53.84615384615385,52.52100840336135,51.35135135135135,57.674418604651166,54.666666666666664,52.88461538461539,59.59595959595959,53.333333333333336,51.46443514644351,48.18181818181818,52.60869565217391,57.56097560975609,55.74468085106383,50.95238095238095,66.3677130044843,54.385964912280706,51.40562248995983,55.36480686695279,55.65610859728507,54.95495495495496,55.69620253164557,54.666666666666664,53.74449339207048,57.534246575342465
Zyl,44.03669724770643,56.88073394495413,46.0,46.63677130044843,46.118721461187214,46.69603524229075,42.72727272727273,44.04145077720207,46.81818181818182,43.47826086956522,46.411483253588514,44.03669724770643,47.08994708994709,47.52475247524752,41.1522633744856,50.23255813953489,46.61016949152542,41.41414141414141,54.385964912280706,42.01680672268907,46.05263157894737,49.03846153846153,46.37096774193548,45.370370370370374,37.5
